date,tweet
2021-05-05,the movementonly limitation is high density of users in urban areas most likely all of the initial 500k will receive service more ofchallenge when we get into the several million user rangei hadsteampunk japan birthday party oncewhich means 1 10th of you is 13 8 billion years old
2021-05-06,thanks jimstarship landing nominalmars base alphaonly way to create rapidly amp fully reusable orbital rockets the fundamental technology revolution needed to make life multiplanetarytruehaha awesome see you soonmake humanitymultiplanet speciesexactlyhaha true2024 is not out of the question for an uncrewed flightpublic support for life on mars is critical to making it happenfor sureabout to launch
2021-05-07,nice shotilooking forshiba pupcryptocurrency is promising but please invest with cautionwill use this as my wallpapermight try to refly sn15 soonthat is howfeel about it
2021-05-08,it pretty much looks like thisfirst timefalcon rocket booster will reach double digits in flightsgreat picyupuntil sundayguest starringcybertruck prototype in new york this weekend
2021-05-09,might still needvpn in some countrieswario was my fav hahaspecial link to view snl outside usa
2021-05-10,hahai love dieterchad saves marsspacex launching satellite doge 1 to the moon next year mission paid for in doge 1st crypto in space 1st meme in space to the mooooonnnabsolutely
2021-05-11,thanks again to cast writers amp crew honor amp pleasure to do the show with yousnl monologueexactlydo you want tesla to accept dogegeil
2021-05-12,end of year along with fsd provided we get regulatory approval smart summon is justsubset of fsdyessubscription rolls out in aboutmonthi think we re maybemonth or two away from wide beta but these things are hard to predict accurately the work we had to do for pure vision driving was needed for fsd so much more progress has been made than it would seemwe had to focus on removing radar amp confirming safety that release goes out next week to us production thenweek or two to polish pure vision fsd amp v9 beta will release difference between v8 amp v9 is gigantic
2021-05-13,tesla amp bitcoinenergy usage trend over past few months is insanehaha
2021-05-14,locating ground stations at data centers will significantly improve latency amp jitter data can go from user terminal to server without touching the internetit is high time there wascarbon taxto be clearstrongly believe in crypto but it candrivemassive increase in fossil fuel use especially coali havelot of respect for anyone who ships useful product at scale it is insanely hard workwe need to make sure ship wonbreak up on reentry hence deorbit over pacificas always3 4 of the way around the earthworking with doge devs to improve system transaction efficiency potentially promising
2021-05-15,yes hardware in the loop testing of software is essential
2021-05-16,obnoxious threads like this make me want to go all in on dogeideally doge speeds up block time 10x increases block size 10x amp drops fee 100x then it wins hands downcongratulations mars is very difficultmy understanding is that the big accounts are exchanges would be good to confirm though am told the biggest one is robinhoodfor those bad at math 100x higher transaction volume with 100x lower fees means total fees earned stay same low fees amp high volume are needed to become currency of earthcoming soon sorry for the delaysaylor moonbitcoin is actually highly centralized with supermajority controlled by handful of big mining aka hashing companiessingle coal mine in xinjiang flooded almost killing miners and bitcoin hash rate dropped 35 sound decentralized to youhey cryptocurrency experts ever heard of paypal itpossible maybe thatknow than you realize about how money worksindeedhe should wear outfit for halloween but with bitcoin tattooed high on thighsonly if doge cando it big pain in the neck to create another one
